Date,Team,Acquired,Relinquished,Notes
2016-01-29,Lakers,,Tarik Black,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-01-29,Lakers,Lou Williams,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-01-29,Lakers,Robert Sacre,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-01-29,Mavericks,,John Jenkins,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-01-29,Mavericks,Zaza Pachulia,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-01-29,Suns,Jon Leuer,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-01-29,Thunder,,Cameron Payne,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-01-29,Thunder,Josh Huestis,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-01-30,76ers,Jahlil Okafor,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-01-30,76ers,JaKarr Sampson,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-01-30,Hornets,,Nicolas Batum,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-01-30,Kings,,DeMarcus Cousins,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-01-30,Kings,,Marco Belinelli,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-01-30,Kings,Rudy Gay,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-01-30,Nuggets,,J.J. Hickson,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-01-30,Nuggets,Joffrey Lauvergne,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-01-30,Pacers,,Ian Mahinmi,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-01-30,Pelicans,Anthony Davis,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-01-30,Pistons,,Ersan Ilyasova,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-01-30,Warriors,,Andre Iguodala,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-01-30,Rockets,Donatas Motiejunas,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-01-31,Bulls,Kirk Hinrich,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-01-31,Celtics,,R.J. Hunter,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-01-31,Celtics,Terry Rozier,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-01-31,Hornets,Jeremy Lin,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-01-31,Lakers,,Larry Nance Jr.,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-01-31,Lakers,Kobe Bryant,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-01-31,Mavericks,,Dirk Nowitzki,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-01-31,Mavericks,John Jenkins,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-01-31,Suns,,T.J. Warren,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-01-31,Warriors,Andre Iguodala,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-01,Grizzlies,,Matt Barnes,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-01,Hawks,,Tiago Splitter,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-01,Kings,,Ben McLemore,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-01,Kings,Marco Belinelli,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-01,Mavericks,,Deron Williams,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-01,Mavericks,,Salah Mejri,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-01,Mavericks,Dirk Nowitzki,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-01,Nuggets,,Jameer Nelson,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-01,Nuggets,Joffrey Lauvergne,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-01,Pistons,Ersan Ilyasova,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-01,Thunder,,Josh Huestis,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-01,Thunder,Cameron Payne,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-01,Bulls,Mike Dunleavy Jr.,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-01,Hawks,Edy Tavares,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-02,Blazers,Pat Connaughton,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-02,Lakers,,Larry Nance Jr.,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-02,Lakers,,Ron Artest,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-02,Lakers,Kobe Bryant,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-02,Lakers,Tarik Black,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-02,Raptors,,James Johnson,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-02,Rockets,,Clint Capela,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-02,Rockets,,Montrezl Harrell,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-02,Timberwolves,,Nikola Pekovic,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-02,Timberwolves,Adreian Payne,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-03,76ers,,Jahlil Okafor,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-03,Bulls,,Jimmy Butler,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-03,Cavaliers,,Matthew Dellavedova,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-03,Cavaliers,Sasha Kaun,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-03,Celtics,,Terry Rozier,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-03,Celtics,R.J. Hunter,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-03,Heat,,Tyler Johnson,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-03,Heat,Hassan Whiteside,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-03,Hornets,,Kemba Walker,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-03,Hornets,,P.J. Hairston,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-03,Hornets,Cody Zeller,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-03,Hornets,Jeremy Lamb,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-03,Hornets,Nicolas Batum,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-03,Kings,Ben McLemore,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-03,Kings,DeMarcus Cousins,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-03,Magic,,Dewayne Dedmon,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-03,Magic,Roy Marble ,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-03,Mavericks,,Deron Williams,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-03,Nuggets,,Darrell Arthur,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-03,76ers,,Elton Brand,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-04,Blazers,,Noah Vonleh,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-04,Blazers,Cliff Alexander,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-04,Knicks,,Thanasis Antetokounmpo,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-04,Knicks,Jose Calderon,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-04,Pistons,,Kentavious Caldwell-Pope,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-04,Rockets,,Terrence Jones,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-04,Rockets,Clint Capela,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-04,Spurs,,Manu Ginobili,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-04,Kings,Duje Dukan,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-04,Rockets,Sam Dekker,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-04,Rockets,,Sam Dekker,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-05,76ers,,Richaun Holmes,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-05,76ers,Elton Brand,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-05,Bulls,,Pau Gasol,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-05,Bulls,Jimmy Butler,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-05,Celtics,,R.J. Hunter,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-05,Celtics,Terry Rozier,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-05,Clippers,,Austin Rivers,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-05,Grizzlies,Matt Barnes,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-05,Hornets,Kemba Walker,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-05,Knicks,,Carmelo Anthony,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-05,Knicks,,Lance Thomas,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-05,Knicks,Thanasis Antetokounmpo,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-05,Magic,,Roy Marble ,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-05,Magic,,Tobias Harris,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-05,Magic,Dewayne Dedmon,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-05,Mavericks,,John Jenkins,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-05,Mavericks,Deron Williams,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-05,Mavericks,Salah Mejri,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-05,Nets,Chris McCullough,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-05,Nuggets,,Mike Miller,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-05,Spurs,,Manu Ginobili,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-05,Spurs,Matt Bonner,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-05,Wizards,,Nene Hilario ,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-05,Grizzlies,,Jarell Martin,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-06,76ers,,Ish Smith,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-06,Blazers,,Allen Crabbe,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-06,Blazers,,Allen Crabbe,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-06,Blazers,Luis Montero,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-06,Bulls,,Jimmy Butler,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-06,Bulls,,Nikola Mirotic,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-06,Bulls,Mike Dunleavy Jr.,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-06,Bulls,Pau Gasol,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-06,Cavaliers,,Kevin Love,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-06,Jazz,,Trey Burke,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-06,Mavericks,,Jeremy Evans,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-06,Mavericks,John Jenkins,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-06,Pacers,Ian Mahinmi,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-06,Rockets,,Sam Dekker,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-06,Rockets,Montrezl Harrell,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-06,Spurs,,Matt Bonner,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-07,Celtics,,James Young,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-07,Celtics,R.J. Hunter,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-07,Clippers,,Austin Rivers,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-07,Clippers,Branden Dawson,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-07,Kings,,Ben McLemore,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-07,Kings,,Rudy Gay,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-07,Knicks,,Lance Thomas,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-07,Knicks,Carmelo Anthony,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-07,Magic,,Tobias Harris,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-07,Magic,Roy Marble ,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-07,Nuggets,Mike Miller,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-08,76ers,,Elton Brand,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-08,76ers,Ish Smith,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-08,76ers,Richaun Holmes,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-08,Blazers,,Luis Montero,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-08,Blazers,Allen Crabbe,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-08,Bulls,,Derrick Rose,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-08,Cavaliers,Kevin Love,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-08,Clippers,,Paul Pierce,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-08,Grizzlies,,Marc Gasol,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-08,Hawks,Justin Holiday,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-08,Kings,Rudy Gay,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-08,Lakers,,Roy Hibbert,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-08,Lakers,Ron Artest,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-08,Nets,,Sergey Karasev,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-08,Warriors,,Festus Ezeli,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-08,Hawks,,Edy Tavares,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-08,Raptors,Bruno Caboclo,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-09,Bucks,O.J. Mayo,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-09,Knicks,Lance Thomas,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-09,Lakers,,Anthony Brown,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-09,Mavericks,,Jeremy Evans,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-09,Mavericks,John Jenkins,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-09,Nets,,Willie Reed,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-09,Rockets,,Sam Dekker,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-09,Spurs,,Kyle Anderson,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-09,Spurs,,Matt Bonner,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-09,Wizards,,Gary Neal,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-09,Wizards,Kris Humphries,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-09,Wizards,Nene Hilario ,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-10,76ers,,Nerlens Noel,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-10,Blazers,Noah Vonleh,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-10,Bulls,Derrick Rose,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-10,Grizzlies,,Marc Gasol,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-10,Grizzlies,Jarell Martin,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-10,Lakers,Roy Hibbert,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-10,Magic,,Jason Smith,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-10,Nets,Sergey Karasev,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-10,Pistons,,Ersan Ilyasova,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-10,Pistons,,Reggie Bullock,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-10,Pistons,,Reggie Jackson ,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-10,Pistons,,Spencer Dinwiddie,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-10,Spurs,, Tony Parker,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-10,Spurs,,Matt Bonner,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-10,Spurs,Kyle Anderson,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-10,Spurs,Tim Duncan,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-11,Hornets,,Michael Kidd-Gilchrist,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-11,Pelicans,,Tyreke Evans,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-11,Wizards,,Kris Humphries,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-16,Hawks,,Tiago Splitter,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-17,Heat,,Chris Bosh,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-18,Bucks,,Jerryd Bayless,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-18,Cavaliers,Matthew Dellavedova,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-18,Celtics,,Kelly Olynyk,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-18,Clippers,,Pablo Prigioni,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-18,Hornets,,Spencer Hawes,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-18,Jazz,Trey Burke,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-18,Spurs,,Kawhi Leonard,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-18,Spurs, Tony Parker,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-18,Timberwolves,,Nemanja Bjelica,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-19,76ers,Nerlens Noel,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-19,Blazers,,Cliff Alexander,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-19,Blazers,Noah Vonleh,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-19,Bucks,,Jerryd Bayless,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-19,Celtics,,Kelly Olynyk,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-19,Celtics,James Young,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-19,Celtics,Jordan Mickey,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-19,Grizzlies,,Lance Stephenson,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-19,Grizzlies,Brandan Wright,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-19,Grizzlies,Chris Andersen,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-19,Hawks,,Kirk Hinrich,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-19,Hawks,Edy Tavares,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-19,Heat,,Chris Bosh,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-19,Heat,,Dwyane Wade,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-19,Hornets,,Michael Kidd-Gilchrist,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-19,Hornets,,Spencer Hawes,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-19,Hornets,Al Jefferson,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-19,Kings,,Marco Belinelli,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-19,Kings,,Omri Casspi,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-19,Kings,Ben McLemore,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-19,Lakers,,Ron Artest,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-19,Lakers,Anthony Brown,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-19,Lakers,Larry Nance Jr.,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-19,Magic,,Dewayne Dedmon,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-19,Magic,,Jared Cunningham,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-19,Magic,C.J. Watson,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-19,Magic,Ersan Ilyasova,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-19,Magic,Jason Smith,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-19,Mavericks,,Jeremy Evans,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-19,Nets,,Andrea Bargnani,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-19,Nuggets,Darrell Arthur,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-19,Pacers,,C.J. Miles,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-19,Pelicans,,Tyreke Evans,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-19,Pistons,Kentavious Caldwell-Pope,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-19,Pistons,Reggie Bullock,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-19,Pistons,Reggie Jackson ,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-19,Pistons,Tobias Harris,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-19,Raptors,,Bruno Caboclo,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-19,Raptors,James Johnson,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-19,Rockets,,Donatas Motiejunas,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-19,Rockets,,Sam Dekker,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-19,Suns,,Alex Len,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-19,Suns,,DeJuan Blair,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-19,Suns,,T.J. Warren,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2016-02-19,Suns,Ronnie Price,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
